,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
44,San Sebastian_Aragua,2011,Venezuela,Aragua,San Sebastian,23279,11658,11621,13327,13,986,22096,19762,2355,16382,737,2195,7170,8438,3902,,,,,7606,6727,181,1935,545,93,2411,533,5414,,,,,,,,,21046,10424,10622,,10,863,20009,17934,2060,,,1918,6234,7737,3733,,,,,6552,6077,115,1935,194,5,1638,72,4643,,,,,,,,,san sebastian,aragua,aragua,aragua,100,9,aragua,san sebastian,san sebastian,100,,,,,,,,,,,,,False
45,Santiago Mariño_Aragua,2011,Venezuela,Aragua,Santiago Mariño,211010,103563,107447,145815,167,6847,199163,182426,17776,153311,3348,15965,50913,85274,42772,,,,,62367,57004,522,25999,11459,550,5586,1835,38537,,,,,,,,,208014,101882,106132,,166,6163,196436,180091,17270,,,15545,49651,84410,42591,,,,,61044,56095,384,25999,11000,469,4789,1182,37519,,,,,,,,,santiago marino,aragua,aragua,aragua,100,10,aragua,santiago marino,santiago marino,100,,,,,,,,,,,,,False
46,Santos Michelena_Aragua,2011,Venezuela,Aragua,Santos Michelena,38574,19315,19259,22022,20,1065,35813,32142,4192,26078,1175,3920,14980,13812,2837,,,,,11982,9354,408,2734,2356,41,4073,1445,9219,,,,,,,,,34249,16984,17265,,20,943,31703,28584,3653,,,3390,13066,12458,2595,,,,,9934,7829,335,2734,1799,21,2706,603,7743,,,,,,,,,santos michelena,aragua,aragua,aragua,100,11,aragua,santos michelena,santos michelena,100,,,,,,,,,,,,,False
47,Sucre_Aragua,2011,Venezuela,Aragua,Sucre,114509,55580,58929,73450,66,3207,106675,100405,8704,85711,1493,8064,28324,44337,25894,,,,,35998,34672,112,13830,7221,26,1007,585,19768,,,,,,,,,114445,55541,58904,,66,3207,106618,100350,8699,,,8058,28299,44315,25887,,,,,35979,34649,112,13830,7219,26,987,565,19748,,,,,,,,,sucre,aragua,aragua,aragua,100,12,aragua,sucre,sucre,100,,,,,,,,,,,,,False
48,Tovar_Aragua,2011,Venezuela,Aragua,Tovar,14161,7478,6683,10729,3,239,13365,11613,1892,9526,898,1876,6224,3978,994,,,,,5191,4654,300,369,3381,33,4108,2422,3743,,,,,,,,,4411,2200,2211,,3,36,4000,3839,396,,,373,1558,1574,605,,,,,1714,1678,3,369,726,2,1221,84,957,,,,,,,,,tovar,aragua,aragua,aragua,100,13,aragua,tovar,tovar,100,,,,,,,,,,,,,False
49,Urdaneta_Aragua,2011,Venezuela,Aragua,Urdaneta,21271,11004,10267,11728,43,1586,19769,16998,3132,13699,1493,2842,7446,6904,2435,,,,,7153,5922,878,338,1491,158,3086,1695,5807,,,,,,,,,8156,4112,4044,,6,612,7551,6619,1113,,,968,2555,2837,1144,,,,,2471,2124,157,338,194,5,400,84,2041,,,,,,,,,urdaneta,aragua,aragua,aragua,100,14,aragua,urdaneta,urdaneta,100,,,,,,,,,,,,,False
50,Zamora_Aragua,2011,Venezuela,Aragua,Zamora,144754,73311,71443,115094,60,4471,133813,122010,15196,100623,4660,13726,46499,56178,17491,,,,,42766,34245,968,15867,8137,91,9641,4832,32482,,,,,,,,,131592,66157,65435,,48,4095,121286,111261,13479,,,12124,41256,51726,16568,,,,,37880,30517,777,15867,6055,27,6405,2102,28681,,,,,,,,,zamora,aragua,aragua,aragua,100,15,aragua,zamora,zamora,100,,,,,,,,,,,,,False
51,Francisco Linares Alcantara_Aragua,2011,Venezuela,Aragua,Francisco Linares Alcantara,123122,60799,62323,87175,183,3560,114896,105885,10323,88766,1905,9333,32209,53734,18592,,,,,35692,33116,71,13858,2266,7,1658,1278,25534,,,,,,,,,122187,60293,61894,,182,3533,114016,105122,10208,,,9231,31865,53412,18501,,,,,35203,32752,70,13858,2223,7,1595,1232,25332,,,,,,,,,francisco linares alcantara,aragua,aragua,aragua,100,16,aragua,francisco linares alcantara,francisco linares alcantara,100,,,,,,,,,,,,,False
52,Alberto Arvelo Torrealba_Barinas,2011,Venezuela,Barinas,Alberto Arvelo Torrealba,41232,21095,20137,30885,78,1540,39808,32298,6320,25517,2769,5381,13558,12705,5718,,,,,12121,10622,934,4064,954,176,5272,4813,9524,,,,,,,,,23606,11760,11846,,58,876,22755,18926,3167,,,2734,6931,7648,4065,,,,,6910,6223,199,4064,91,6,1699,1069,5048,,,,,,,,,alberto arvelo torrealba,barinas,barinas,barinas,100,0,barinas,alberto arvelo torrealba,alberto arvelo torrealba,100,,,,,,,,,,,,,False
53,Antonio Jose de Sucre_Barinas,2011,Venezuela,Barinas,Antonio Jose de Sucre,81665,42138,39527,46951,83,693,76522,64460,12762,50276,6089,12007,32499,23767,7542,,,,,25172,21413,1160,9308,13579,238,9321,6481,19880,,,,,,,,,52812,26201,26611,,51,458,49381,42358,7473,,,6899,19107,16668,6125,,,,,16382,14767,178,9308,7882,51,2870,574,12108,,,,,,,,,antonio jose sucre,barinas,barinas,barinas,100,1,barinas,antonio jose sucre,antonio jose sucre,100,,,,,,,,,,,,,False
54,Arismendi_Barinas,2011,Venezuela,Barinas,Arismendi,23727,12802,10925,19736,4,1532,23121,17809,4509,13588,2275,4375,11465,4827,1049,,,,,7691,4955,4598,720,5576,1090,6047,6022,7010,,,,,,,,,5634,2836,2798,,2,570,5312,4309,960,,,1003,1927,1708,500,,,,,1740,1367,135,720,261,4,456,428,1381,,,,,,,,,arismendi,barinas,barinas,barinas,100,2,barinas,arismendi,arismendi,100,,,,,,,,,,,,,False
55,Barinas_Barinas,2011,Venezuela,Barinas,Barinas,353851,174859,178992,259002,574,9015,336026,295549,38213,242615,11337,35721,93629,115816,80536,,,,,112574,104690,3064,62898,13600,696,18053,10171,67474,,,,,,,,,328034,160416,167618,,505,8297,311502,275880,33521,,,31254,83388,108511,78729,,,,,98040,92479,1606,62898,8676,154,10746,4486,59747,,,,,,,,,barinas,barinas,barinas,barinas,100,3,barinas,barinas,barinas,100,,,,,,,,,,,,,False
56,Bolivar_Barinas,2011,Venezuela,Barinas,Bolivar,52872,26628,26244,41414,54,911,49714,43689,6286,35777,2442,5567,15503,17456,10096,,,,,16696,14857,1015,8719,1385,172,4520,2550,12726,,,,,,,,,39602,19504,20098,,52,599,37285,33375,4016,,,3564,10354,13748,8718,,,,,12028,11105,208,8719,522,48,1681,232,9042,,,,,,,,,bolivar,barinas,barinas,barinas,100,4,barinas,bolivar,bolivar,100,Barinas,Bolivar,8.0514381,-63.5396443,"calle Barinas, Los Caribes, Ciudad Bolívar, Parroquia Páez, Municipio Heres, Bolívar, Venezuela",bolivar,barinas,0.0,1.0,846654806.58,215.60126354,692.668742221,True
57,Cruz Paredes_Barinas,2011,Venezuela,Barinas,Cruz Paredes,26042,13475,12567,20060,23,594,24303,20201,4313,15707,2017,3969,9038,7529,3277,,,,,8132,7062,877,3781,1804,161,3584,2439,6258,,,,,,,,,16132,7984,8148,,20,413,15029,12859,2309,,,2147,5021,5099,2518,,,,,4869,4518,170,3781,187,25,977,329,3629,,,,,,,,,cruz paredes,barinas,barinas,barinas,100,5,barinas,cruz paredes,cruz paredes,100,,,,,,,,,,,,,False
58,Ezequiel Zamora_Barinas,2011,Venezuela,Barinas,Ezequiel Zamora,53580,27505,26075,39120,42,561,50721,42513,8103,33895,3818,7968,18236,15229,7680,,,,,17613,16386,708,7057,6090,235,4858,2908,13488,,,,,,,,,39810,19698,20112,,29,392,37612,31964,5604,,,5456,12126,11850,6936,,,,,13023,12321,216,7057,3334,22,1429,100,9722,,,,,,,,,ezequiel zamora,barinas,barinas,barinas,100,6,barinas,ezequiel zamora,ezequiel zamora,100,,,,,,,,,,,,,False
59,Obispos_Barinas,2011,Venezuela,Barinas,Obispos,37493,20079,17414,29929,79,1033,35399,28725,6438,22346,3098,5857,14243,10893,3525,,,,,12323,10056,2232,2548,4310,450,7571,4962,10108,,,,,,,,,15423,7840,7583,,21,338,14615,12165,2261,,,2058,5027,4927,2187,,,,,4966,4316,314,2548,557,4,1801,407,3828,,,,,,,,,obispos,barinas,barinas,barinas,100,7,barinas,obispos,obispos,100,,,,,,,,,,,,,False
60,Pedraza_Barinas,2011,Venezuela,Barinas,Pedraza,65390,34037,31353,47966,108,2188,62155,50542,11022,38970,5072,10726,25524,17707,6593,,,,,20240,17541,2498,6450,10113,786,10236,6914,16371,,,,,,,,,37554,18585,18969,,58,1291,35670,29762,5574,,,5320,12654,11336,5411,,,,,11164,10542,511,6450,4588,38,2888,881,8930,,,,,,,,,pedraza,barinas,barinas,barinas,100,8,barinas,pedraza,pedraza,100,,,,,,,,,,,,,False
61,Rojas_Barinas,2011,Venezuela,Barinas,Rojas,40126,21131,18995,32074,25,1697,38588,31291,6501,24206,3071,5885,15238,11161,4762,,,,,11848,9106,2162,2679,3436,176,6480,6028,9865,,,,,,,,,16575,8408,8167,,3,801,15866,13351,2279,,,2011,5379,5009,2904,,,,,4836,4153,434,2679,673,15,1304,856,3972,,,,,,,,,rojas,barinas,barinas,barinas,100,9,barinas,rojas,rojas,100,,,,,,,,,,,,,False
62,Sosa_Barinas,2011,Venezuela,Barinas,Sosa,24142,13034,11108,18356,10,1359,22896,17921,4829,13728,2590,3765,9271,6052,2322,,,,,6883,4698,2204,729,3451,440,4713,4518,6057,,,,,,,,,6531,3317,3214,,7,328,6114,5179,954,,,765,1932,1912,1168,,,,,1807,1668,111,729,103,3,536,467,1544,,,,,,,,,sosa,barinas,barinas,barinas,100,10,barinas,sosa,sosa,100,,,,,,,,,,,,,False
63,Andres Eloy Blanco_Barinas,2011,Venezuela,Barinas,Andres Eloy Blanco,16144,8816,7328,9338,15,276,15116,12366,2891,9597,1549,2573,6607,4228,1292,,,,,5276,4135,779,814,2669,297,2706,2123,4661,,,,,,,,,7019,3582,3437,,12,133,6345,5455,1164,,,1022,2361,2090,914,,,,,2271,2160,25,814,514,3,196,47,1917,,,,,,,,,andres eloy blanco,barinas,barinas,barinas,100,11,barinas,andres eloy blanco,andres eloy blanco,100,,,,,,,,,,,,,False
64,Caroni_Bolivar,2011,Venezuela,Bolivar,Caroni,706736,352087,354649,517095,1456,29248,674216,600786,65730,494805,12913,63132,171298,277156,135526,,,,,206087,186389,2808,80714,16198,1050,48222,29621,131672,,,,,,,,,696334,346236,350098,,1441,28688,664188,592907,63889,,,61280,167210,273979,135067,,,,,202040,184083,2266,80714,13161,678,44839,26534,128285,,,,,,,,,caroni,bolivar,bolivar,bolivar,100,0,bolivar,caroni,caroni,100,Bolivar,Caroni,8.3568242,-62.6729547,"CNE - Junta Electoral del Municipio Caroní, Calle Las Delicias, UD-106, Las Parcelas del Roble, San Félix, Ciudad Guayana, Parroquia Simón Bolívar, Municipio Caroní, Bolívar, 8051, Venezuela",caroni,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
65,Cedeño_Bolivar,2011,Venezuela,Bolivar,Cedeño,67000,34557,32443,60006,10726,3829,63658,48533,14101,36273,6836,12728,22507,18904,5740,,,,,20214,14986,5713,1630,8218,2406,13561,8716,16741,,,,,,,,,37611,18893,18718,,912,2520,35770,29683,5444,,,5095,11628,13093,4291,,,,,11209,9699,625,1630,2092,52,6554,2070,9472,,,,,,,,,cedeno,bolivar,bolivar,bolivar,100,1,bolivar,cedeno,cedeno,100,Bolivar,Cedeño,6.7109835,-65.9557396,"Municipio Cedeño, Bolívar, 8007, Venezuela",cedeno,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
66,El Callao_Bolivar,2011,Venezuela,Bolivar,El Callao,21769,11494,10275,18205,31,1044,20986,17915,2457,14409,600,2165,6774,8488,2524,,,,,6680,5326,403,797,1984,125,4550,1188,5390,,,,,,,,,20889,10904,9985,,30,1003,20136,17207,2309,,,2030,6341,8253,2491,,,,,6332,5193,317,797,1739,23,4204,853,5047,,,,,,,,,el callao,bolivar,bolivar,bolivar,100,2,bolivar,el callao,el callao,100,Bolivar,El Callao,7.3473611,-61.8331903,"El Callao, Parroquia El Callao, Municipio El Callao, Bolívar, 8056, Venezuela",el callao,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
67,Gran Sabana_Bolivar,2011,Venezuela,Bolivar,Gran Sabana,28450,14545,13905,23728,16038,564,26748,21888,4475,16543,1321,4453,8845,9654,2472,,,,,8141,6786,1611,1214,1926,803,4928,2259,5708,,,,,,,,,14087,7083,7004,,3083,511,13348,11488,1664,,,1774,3631,5623,1761,,,,,4357,3647,207,1214,287,39,2260,231,2998,,,,,,,,,gran sabana,bolivar,bolivar,bolivar,100,3,bolivar,gran sabana,gran sabana,100,Bolivar,Gran Sabana,8.2299587,-62.8303787,"Gran Sabana, Avenida Caracas, Core 8 (UD-337), Urbanización Gran Sabana, Puerto Ordaz, Ciudad Guayana, Parroquia Unare, Municipio Caroní, Bolívar, 8050, Venezuela",gran sabana,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
68,Heres_Bolivar,2011,Venezuela,Bolivar,Heres,342280,168142,174138,301087,3687,13481,321934,292917,31482,242248,7156,30271,77290,134181,74984,,,,,100350,91542,2515,35185,7161,404,37821,19231,67903,,,,,,,,,335208,164179,171029,,2706,12921,315281,287669,30033,,,28973,74649,132133,74700,,,,,97517,89488,1835,35185,5982,290,35599,17049,65656,,,,,,,,,heres,bolivar,bolivar,bolivar,100,4,bolivar,heres,heres,100,Bolivar,Heres,8.1222138,-63.5361516,"Aeropuerto Nacional Tomás de Heres, Avenida Jesús Soto, Vista Hermosa, Ciudad Bolívar, Parroquia Vista Hermosa, Ciudad Bolívar, Municipio Heres, Bolívar, 8001, Venezuela",heres,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
69,Piar_Bolivar,2011,Venezuela,Bolivar,Piar,98274,50075,48199,88891,706,1881,94326,82220,10387,66342,3000,9499,29876,37146,14412,,,,,27540,24414,1494,4686,4834,428,11953,5914,21137,,,,,,,,,81817,40945,40872,,121,1565,78443,69191,7938,,,7236,22903,32202,13492,,,,,21682,20254,526,4686,1312,61,7617,2203,16758,,,,,,,,,piar,bolivar,bolivar,bolivar,100,5,bolivar,piar,piar,100,Bolivar,Piar,8.2866707,-62.7595604,"Conviasa, Avenida Guayana, UD-400, Parcelamiento Norte Aeropuerto, Puerto Ordaz, Ciudad Guayana, Parroquia Unare, Municipio Caroní, Bolívar, 8050, Venezuela",piar,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
70,Roscio_Bolivar,2011,Venezuela,Bolivar,Roscio,21750,11330,10420,18892,10,452,20036,17605,2714,14034,732,2517,6618,7937,2800,,,,,8141,7081,473,742,599,41,3204,752,5403,,,,,,,,,19840,10218,9622,,10,430,18282,16117,2393,,,2200,5777,7413,2703,,,,,7306,6412,353,742,308,19,2633,305,4830,,,,,,,,,roscio,bolivar,bolivar,bolivar,100,7,bolivar,roscio,roscio,100,Bolivar,Roscio,7.1993387,-62.2295004,"Municipio Roscio, Bolívar, 8055, Venezuela",roscio,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
71,Sifontes_Bolivar,2011,Venezuela,Bolivar,Sifontes,50082,26252,23830,40001,8746,1701,47506,39140,7416,30622,2504,7063,16846,17049,4005,,,,,15410,11201,1692,1586,5132,841,10307,4285,11274,,,,,,,,,38158,19715,18443,,693,1576,35954,31384,4275,,,3997,12424,14295,3717,,,,,11332,9172,495,1586,2831,44,7546,1674,8513,,,,,,,,,sifontes,bolivar,bolivar,bolivar,100,8,bolivar,sifontes,sifontes,100,Bolivar,Sifontes,6.9670596,-61.0099837,"Municipio Sifontes, Bolívar, Venezuela",sifontes,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
72,Sucre_Bolivar,2011,Venezuela,Bolivar,Sucre,20359,10627,9732,18190,5868,1061,19603,13243,5582,9633,2880,4730,6766,5095,1068,,,,,5796,3860,1338,464,1789,549,4085,3330,4758,,,,,,,,,9705,4980,4725,,1132,579,9311,6942,2035,,,1777,3361,2702,653,,,,,2792,2182,207,464,472,12,1582,1020,2251,,,,,,,,,sucre,bolivar,bolivar,bolivar,100,9,bolivar,sucre,sucre,100,,,,,,,,,,,,,False
73,Padre Pedro Chien_Bolivar,2011,Venezuela,Bolivar,Padre Pedro Chien,15488,8458,7030,13865,43,563,14547,12474,2108,9909,909,1648,5371,5248,1471,,,,,4677,4107,513,1114,2116,203,3212,2279,4044,,,,,,,,,8469,4322,4147,,25,340,7844,6958,1029,,,804,2503,3000,1202,,,,,2438,2306,121,1114,616,8,1183,526,1913,,,,,,,,,padre pedro chien,bolivar,bolivar,bolivar,100,10,bolivar,padre pedro chien,padre pedro chien,100,Bolivar,Padre Pedro Chien,8.0307913,-61.9252578,"Municipio Padre Pedro Chién, Bolívar, Venezuela",padre pedro chien,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
74,Bejuma_Carabobo,2011,Venezuela,Carabobo,Bejuma,48538,24479,24059,42413,24,1203,46123,41218,5053,34658,1762,4607,14694,17749,8232,,,,,14198,12880,403,5312,1528,100,4502,1405,11270,,,,,,,,,43088,21508,21580,,21,1025,40956,36848,4200,,,3920,12543,16075,7755,,,,,12310,11333,233,5312,1032,17,2966,372,9583,,,,,,,,,bejuma,carabobo,carabobo,carabobo,100,0,carabobo,bejuma,bejuma,100,,,,,,,,,,,,,False
75,Carlos Arvelo_Carabobo,2011,Venezuela,Carabobo,Carlos Arvelo,150277,76297,73980,127502,75,5262,142466,123157,18175,97984,5722,17128,48706,59667,13121,,,,,41976,33465,1844,21671,5796,438,12878,5301,36596,,,,,,,,,140280,70865,69415,,73,4942,132952,115725,16199,,,15173,44408,57095,12695,,,,,38235,31092,1188,21671,3600,212,9677,2426,33119,,,,,,,,,carlos arvelo,carabobo,carabobo,carabobo,100,1,carabobo,carlos arvelo,carlos arvelo,100,,,,,,,,,,,,,False
76,Diego Ibarra_Carabobo,2011,Venezuela,Carabobo,Diego Ibarra,104536,52183,52353,38449,165,6975,97682,87541,10836,71202,2722,9903,32047,42299,11486,,,,,28598,23880,460,8132,3024,110,4757,1739,22065,,,,,,,,,104451,52128,52323,,165,6971,97599,87495,10805,,,9878,32015,42287,11486,,,,,28576,23856,459,8132,3013,110,4734,1716,22041,,,,,,,,,diego ibarra,carabobo,carabobo,carabobo,100,2,carabobo,diego ibarra,diego ibarra,100,,,,,,,,,,,,,False
77,Guacara_Carabobo,2011,Venezuela,Carabobo,Guacara,176218,87232,88986,121974,125,4396,167760,152261,15151,128325,2892,14228,43737,73758,31139,,,,,53225,50194,364,14889,8317,81,9361,1749,35832,,,,,,,,,175766,86927,88839,,125,4374,167326,151912,15076,,,14160,43543,73641,31117,,,,,53071,50058,344,14889,8226,56,9225,1626,35698,,,,,,,,,guacara,carabobo,carabobo,carabobo,100,3,carabobo,guacara,guacara,100,,,,,,,,,,,,,False
78,Juan Jose Mora_Carabobo,2011,Venezuela,Carabobo,Juan Jose Mora,69236,35058,34178,54059,57,4264,66143,57739,7531,46577,2238,6814,19833,26733,8685,,,,,19491,17234,730,8217,741,85,6814,2561,14052,,,,,,,,,67020,33872,33148,,56,3977,64025,55978,7198,,,6526,19032,26000,8546,,,,,18775,16630,648,8217,620,43,6330,2304,13502,,,,,,,,,juan jose mora,carabobo,carabobo,carabobo,100,4,carabobo,juan jose mora,juan jose mora,100,,,,,,,,,,,,,False
79,Libertador_Carabobo,2011,Venezuela,Carabobo,Libertador,166166,83871,82295,120343,119,4916,156042,138196,18425,113240,5228,17539,51271,67160,16909,,,,,53240,43864,1046,21025,12823,97,22325,8615,39455,,,,,,,,,164274,82798,81476,,119,4805,154227,136704,18119,,,17271,50368,66674,16834,,,,,52435,43380,989,21025,12324,70,21688,7984,38816,,,,,,,,,libertador,carabobo,carabobo,carabobo,100,5,carabobo,libertador,libertador,100,,,,,,,,,,,,,False
80,Los Guayos_Carabobo,2011,Venezuela,Carabobo,Los Guayos,149606,73661,75945,104203,151,4068,141742,127295,13788,105161,2372,12783,37673,67365,20348,,,,,42786,38752,539,21783,4506,60,5466,2041,32033,,,,,,,,,149606,73661,75945,,151,4068,141742,127295,13788,,,12783,37673,67365,20348,,,,,42793,38752,539,21783,4506,60,5466,2041,32033,,,,,,,,,los guayos,carabobo,carabobo,carabobo,100,6,carabobo,los guayos,los guayos,100,,,,,,,,,,,,,False
81,Miranda_Carabobo,2011,Venezuela,Carabobo,Miranda,29092,14591,14501,24749,7,718,27170,23964,3442,19541,1297,3101,8881,10826,3528,,,,,8718,7979,312,2455,1768,86,1145,548,6769,,,,,,,,,28391,14158,14233,,7,706,26520,23478,3257,,,2934,8569,10697,3512,,,,,8368,7770,231,2455,1551,19,899,307,6509,,,,,,,,,miranda,carabobo,carabobo,carabobo,100,7,carabobo,miranda,miranda,100,,,,,,,,,,,,,False
82,Montalban_Carabobo,2011,Venezuela,Carabobo,Montalban,24908,12517,12391,21755,11,705,22837,21126,2560,17688,756,2404,7448,9166,4147,,,,,7790,7256,112,4248,255,19,1244,220,5395,,,,,,,,,24740,12417,12323,,11,703,22679,21000,2524,,,2368,7378,9124,4137,,,,,7666,7147,111,4248,212,17,1189,168,5338,,,,,,,,,montalban,carabobo,carabobo,carabobo,100,8,carabobo,montalban,montalban,100,,,,,,,,,,,,,False
83,Naguanagua_Carabobo,2011,Venezuela,Carabobo,Naguanagua,157437,75921,81516,109295,90,4469,150112,138956,11426,120949,2415,11596,29029,57254,47773,,,,,54227,52383,249,28920,2321,31,3400,787,26747,,,,,,,,,156081,75184,80897,,90,4441,148797,137840,11251,,,11434,28543,56774,47675,,,,,53650,51874,231,28920,2195,26,3017,416,26379,,,,,,,,,naguanagua,carabobo,carabobo,carabobo,100,9,carabobo,naguanagua,naguanagua,100,,,,,,,,,,,,,False
84,Puerto Cabello_Carabobo,2011,Venezuela,Carabobo,Puerto Cabello,182493,90801,91692,152881,90,8238,172608,156606,16321,131199,3743,15136,46729,75748,28891,,,,,49829,46698,714,14094,3348,359,7922,2299,37682,,,,,,,,,181799,90400,91399,,90,8217,171937,156033,16235,,,15058,46472,75512,28856,,,,,49584,46459,667,14094,3292,333,7661,2056,37421,,,,,,,,,puerto cabello,carabobo,carabobo,carabobo,100,10,carabobo,puerto cabello,puerto cabello,100,,,,,,,,,,,,,False
85,San Diego_Carabobo,2011,Venezuela,Carabobo,San Diego,93257,44283,48974,58629,81,1845,88992,82932,6301,72776,910,5795,13797,29592,37021,,,,,37737,36897,130,15870,4477,117,2207,305,11950,,,,,,,,,93243,44275,48968,,80,1845,88979,82920,6300,,,5794,13789,29589,37020,,,,,37732,36889,130,15870,4472,117,2202,301,11945,,,,,,,,,san diego,carabobo,carabobo,carabobo,100,11,carabobo,san diego,san diego,100,,,,,,,,,,,,,False
86,San Joaquin_Carabobo,2011,Venezuela,Carabobo,San Joaquin,64124,31938,32186,41659,60,2256,60263,54448,6079,45567,1206,5694,16336,25418,11178,,,,,19498,18257,155,9074,7324,94,1318,548,12559,,,,,,,,,63695,31676,32019,,60,2244,59867,54099,6018,,,5627,16170,25277,11158,,,,,19327,18103,151,9074,7249,90,1179,423,12424,,,,,,,,,san joaquin,carabobo,carabobo,carabobo,100,12,carabobo,san joaquin,san joaquin,100,,,,,,,,,,,,,False
87,Valencia_Carabobo,2011,Venezuela,Carabobo,Valencia,829856,408455,421401,591023,1143,26770,790117,715743,72041,607547,15958,67081,198894,344747,151774,,,,,255316,231573,3464,93436,21882,867,22336,9965,163570,,,,,,,,,815754,400907,414847,,1113,25979,776689,704974,69494,,,64865,193875,340221,150767,,,,,250406,227835,2419,93436,19477,694,18985,6983,159507,,,,,,,,,valencia,carabobo,carabobo,carabobo,100,13,carabobo,valencia,valencia,100,,,,,,,,,,,,,False
88,Anzoategui_Cojedes,2011,Venezuela,Cojedes,Anzoategui,17030,8799,8231,12211,8,954,15944,13435,2650,10411,1231,2392,6121,5355,1834,,,,,4770,3856,524,2010,520,60,1796,1175,3992,,,,,,,,,11309,5717,5592,,6,709,10567,9161,1555,,,1363,3613,3928,1534,,,,,3016,2630,183,2010,170,5,453,121,2435,,,,,,,,,anzoategui,cojedes,cojedes,cojedes,100,0,cojedes,anzoategui,anzoategui,100,,,,,,,,,,,,,False
89,Tinaquillo_Cojedes,2011,Venezuela,Cojedes,Tinaquillo,97687,48976,48711,62330,125,3351,90182,81174,10916,66765,3335,10075,27966,34772,17577,,,,,31047,26788,1077,11330,6695,146,8337,4304,21296,,,,,,,,,90313,44940,45373,,116,3095,83371,75393,9695,,,8935,25160,32616,16803,,,,,28169,24596,698,11330,5368,46,6416,2937,19215,,,,,,,,,tinaquillo,cojedes,cojedes,cojedes,100,1,cojedes,tinaquillo,tinaquillo,100,,,,,,,,,,,,,False
90,Girardot_Cojedes,2011,Venezuela,Cojedes,Girardot,11906,6272,5634,9117,5,906,10949,9175,2023,7273,952,1851,4104,3549,1479,,,,,3655,2846,860,349,1067,395,1466,1404,2852,,,,,,,,,7066,3547,3519,,3,513,6487,5720,931,,,841,2047,2427,1224,,,,,1997,1853,114,349,238,7,392,317,1612,,,,,,,,,girardot,cojedes,cojedes,cojedes,100,2,cojedes,girardot,girardot,100,,,,,,,,,,,,,False
91,Lima Blanco_Cojedes,2011,Venezuela,Cojedes,Lima Blanco,9454,4902,4552,7545,6,253,8894,7831,1154,6512,457,1058,2619,3198,1918,,,,,2841,2521,165,1172,753,12,1865,540,2351,,,,,,,,,6177,3142,3035,,6,170,5767,5162,717,,,650,1551,2126,1408,,,,,1812,1622,77,1172,380,1,991,98,1491,,,,,,,,,lima blanco,cojedes,cojedes,cojedes,100,3,cojedes,lima blanco,lima blanco,100,,,,,,,,,,,,,False
